,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,s_heikin_em_v1_sell,s_heikin_em_v1_sell_results,s_heikin_em_v1_sell_end,s_heikin_em_v1_sell_enter,s_heikin_em_v1_sell_stop,s_heikin_em_v1_buy,s_heikin_em_v1_buy_results,s_heikin_em_v1_buy_end,s_heikin_em_v1_buy_enter,s_heikin_em_v1_buy_stop
2022-03-15 10:16:00,1.30323,1.30325,1.3023,1.30258,198,0,0,1.30361,1.3036,1.30349,0.00041,0.00037,0.00024,1.30284,1.3035070367000756,1.3035070367000756,1.3023,1.0,sell break even,2022-03-15 11:01:00,1.303175,1.30409,,,,,
2022-03-15 11:04:00,1.30298,1.30304,1.30269,1.3027,116,0,0,1.30321,1.30302,1.30272,0.00031,0.0003,0.00029,1.30285,1.3030196397821872,1.30304,1.30269,1.0,sell lose,2022-03-15 11:40:00,1.3026499999999999,1.30332,,,,,
2022-03-16 13:04:00,1.30634,1.30656,1.30617,1.30656,95,0,0,1.30607,1.30624,1.30626,0.00025,0.00023,0.00027,1.30641,1.3059647880761638,1.30656,1.3059647880761638,,,,,,1.0,buy win_3,2022-03-16 13:07:00,1.306025,1.30546
2022-03-16 13:07:00,1.30717,1.30767,1.30716,1.30763,111,0,0,1.3061,1.30629,1.30637,0.00029,0.00026,0.00028,1.30741,1.3067718485095203,1.30767,1.3067718485095203,,,,,,1.0,buy win_3,2022-03-16 13:38:00,1.3067700000000002,1.3058400000000001
2022-03-16 14:26:00,1.30834,1.30849,1.30833,1.30844,44,0,0,1.3076,1.30821,1.30878,0.00024,0.00025,0.00026,1.3084,1.308272635150752,1.30849,1.308272635150752,,,,,,1.0,buy break even,2022-03-16 14:40:00,1.30852,1.30806
2022-03-16 14:49:00,1.3084,1.30874,1.3084,1.30874,84,0,0,1.30784,1.30838,1.30874,0.00028,0.00029,0.00026,1.30857,1.3083904391279977,1.30874,1.3083904391279977,,,,,,1.0,buy break even,2022-03-16 15:09:00,1.30877,1.30827
2022-03-16 15:21:00,1.30844,1.30867,1.30844,1.30859,55,0,0,1.30814,1.30862,1.30886,0.00028,0.00029,0.00026,1.30854,1.3083989244499616,1.30867,1.3083989244499616,,,,,,1.0,buy lose,2022-03-16 15:32:00,1.3087,1.30817
2022-03-16 16:16:00,1.31016,1.31143,1.31006,1.3114,308,0,0,1.30835,1.30863,1.30865,0.00049,0.00039,0.00027,1.31076,1.309214204046781,1.31143,1.309214204046781,,,,,,1.0,buy break even,2022-03-16 16:36:00,1.3094999999999999,1.30754
2022-03-16 16:49:00,1.30877,1.30909,1.30858,1.30907,188,0,0,1.30879,1.30914,1.30935,0.0005,0.0005,0.0003,1.30888,1.3086279480462817,1.30909,1.30858,,,,,,1.0,buy break even,2022-03-16 16:51:00,1.308505,1.30789
2022-03-16 16:55:00,1.30944,1.30952,1.30923,1.30943,165,0,0,1.3088,1.30914,1.3093,0.00048,0.00049,0.00031,1.3094,1.3090029366882232,1.30952,1.3090029366882232,,,,,,1.0,buy win_3,2022-03-16 17:00:00,1.308975,1.3084
2022-03-16 17:05:00,1.31071,1.31082,1.31044,1.31075,235,0,0,1.30894,1.3093,1.3096,0.00054,0.00055,0.00032,1.31068,1.3103158231803596,1.31082,1.3103158231803596,,,,,,1.0,buy break even,2022-03-16 17:08:00,1.30992,1.30899
2022-03-16 17:59:00,1.30964,1.30983,1.30952,1.30952,166,0,0,1.30947,1.30984,1.31005,0.00039,0.00037,0.00036,1.30963,1.309259154558394,1.30983,1.309259154558394,,,,,,1.0,buy win_3,2022-03-16 18:32:00,1.309255,1.30865
2022-03-17 09:40:00,1.31663,1.31678,1.31663,1.31675,53,0,0,1.31626,1.31658,1.31695,0.00021,0.00022,0.00018,1.3167,1.3165904042446104,1.31678,1.3165904042446104,,,,,,1.0,buy win_3,2022-03-17 09:58:00,1.31681,1.31636
2022-03-18 19:23:00,1.31758,1.31785,1.31757,1.3178,53,0,0,1.31661,1.31743,1.31809,0.00021,0.0002,0.00027,1.3177,1.3175059600183303,1.31785,1.3175059600183303,,,,,,1.0,buy win_3,2022-03-18 19:51:00,1.31788,1.31736
2022-03-22 16:27:00,1.32498,1.32516,1.32498,1.32516,67,0,0,1.32392,1.32504,1.32569,0.00034,0.00036,0.00031,1.32507,1.3249668452411218,1.32516,1.3249668452411218,,,,,,1.0,buy break even,2022-03-22 16:42:00,1.3251899999999999,1.32469
2022-03-23 15:12:00,1.31921,1.31921,1.31883,1.31903,153,0,0,1.32075,1.31992,1.3194,0.00036,0.00033,0.00028,1.31907,1.319751916372962,1.319751916372962,1.31883,1.0,sell win_3,2022-03-23 15:59:00,1.31948,1.32017,,,,,
2022-03-24 09:01:00,1.31963,1.31973,1.31951,1.31973,85,0,1,1.31912,1.31916,1.31938,0.00031,0.00029,0.00016,1.31965,1.3192201598009534,1.31973,1.3192201598009534,,,,,,1.0,buy break even,2022-03-24 09:06:00,1.319235,1.31871
2022-03-24 09:10:00,1.31941,1.31953,1.31939,1.31953,59,0,1,1.31915,1.31919,1.31939,0.00027,0.00029,0.00016,1.31946,1.3192990042183612,1.31953,1.3192990042183612,,,,,,1.0,buy break even,2022-03-24 09:30:00,1.31956,1.31904
2022-03-24 10:21:00,1.31863,1.31868,1.31824,1.31846,137,0,0,1.31911,1.31905,1.3188,0.00036,0.00034,0.00021,1.3185,1.3189061279043195,1.3189061279043195,1.31824,1.0,sell win_3,2022-03-24 10:29:00,1.318755,1.31931,,,,,
2022-03-24 10:47:00,1.31871,1.31872,1.31836,1.31839,121,0,1,1.31896,1.31884,1.31862,0.00032,0.00032,0.00024,1.31854,1.31879543796012,1.31879543796012,1.31836,1.0,sell win_3,2022-03-24 10:51:00,1.31868,1.31904,,,,,
2022-03-24 13:25:00,1.31892,1.31931,1.31892,1.31928,63,0,1,1.31848,1.31867,1.31917,0.00022,0.0002,0.00028,1.31911,1.3188521175560537,1.31931,1.3188521175560537,,,,,,1.0,buy win_3,2022-03-24 13:30:00,1.31897,1.3186
2022-03-24 13:43:00,1.32006,1.32049,1.31989,1.32037,165,0,0,1.31877,1.31909,1.31972,0.00053,0.00047,0.00028,1.3202,1.3198686132893278,1.32049,1.3198686132893278,,,,,,1.0,buy break even,2022-03-24 14:31:00,1.319245,1.31797
2022-03-24 15:33:00,1.31803,1.31823,1.31791,1.31812,130,0,0,1.31909,1.31908,1.31872,0.00031,0.0003,0.00031,1.31807,1.3183874062638563,1.3183874062638563,1.31791,1.0,sell break even,2022-03-24 15:47:00,1.3185099999999998,1.31915,,,,,
2022-03-25 12:25:00,1.31722,1.31727,1.31702,1.31702,46,0,1,1.31794,1.31732,1.31698,0.00018,0.00017,0.00025,1.31713,1.3173237790509045,1.3173237790509045,1.31702,2.0,,1970-01-01 00:00:00,1.31698,1.31749,,,,,
2022-03-25 12:26:00,1.31702,1.31726,1.31702,1.31717,37,0,1,1.31793,1.31732,1.31698,0.00018,0.00017,0.00025,1.31712,1.3172268895254522,1.31726,1.31702,2.0,,1970-01-01 00:00:00,1.31698,1.31749,,,,,
2022-03-25 16:33:00,1.32004,1.32038,1.32003,1.32032,153,0,0,1.31903,1.31907,1.31909,0.00034,0.00034,0.00026,1.32019,1.319815991423862,1.32038,1.319815991423862,,,,,,1.0,buy win_3,2022-03-25 16:38:00,1.319695,1.31898
2022-03-28 13:22:00,1.31384,1.31408,1.31381,1.31399,101,0,0,1.31428,1.31405,1.31382,0.00025,0.00024,0.00031,1.31393,1.3141217452920366,1.3141217452920366,1.31381,2.0,,1970-01-01 00:00:00,1.3137699999999999,1.31441,,,,,
2022-03-29 12:14:00,1.30753,1.30758,1.30728,1.30745,161,0,1,1.30897,1.30851,1.30759,0.00055,0.00057,0.0003,1.30746,1.3077394574570471,1.3077394574570471,1.30728,1.0,sell lose,2022-03-29 12:17:00,1.3079399999999999,1.30864,,,,,
2022-03-29 12:21:00,1.30842,1.30857,1.30822,1.30823,165,0,0,1.30894,1.30851,1.30781,0.00052,0.00054,0.00031,1.30836,1.3086537457613832,1.3086537457613832,1.30822,1.0,sell break even,2022-03-29 12:30:00,1.3086099999999998,1.30904,,,,,
2022-03-30 11:34:00,1.31228,1.3124,1.31207,1.3124,142,0,1,1.31193,1.31224,1.3125,0.00033,0.00033,0.00029,1.31229,1.312145295542846,1.3124,1.31207,,,,,,1.0,buy win_3,2022-03-30 11:37:00,1.312065,1.3117
2022-03-30 11:37:00,1.31244,1.31327,1.31244,1.31318,162,0,0,1.31195,1.31226,1.31252,0.00035,0.00033,0.00029,1.31283,1.3123369119428558,1.31327,1.3123369119428558,,,,,,1.0,buy lose,2022-03-30 11:41:00,1.31267,1.31204
2022-03-30 11:45:00,1.31241,1.31287,1.31241,1.31283,112,0,0,1.312,1.31231,1.31254,0.00039,0.00039,0.0003,1.31263,1.3123726051247768,1.31287,1.3123726051247768,,,,,,1.0,buy win_3,2022-03-30 11:48:00,1.312425,1.31195
2022-03-30 11:48:00,1.31296,1.31367,1.31296,1.31366,170,0,0,1.31204,1.31235,1.31261,0.0004,0.00039,0.0003,1.31331,1.3127828256405971,1.31367,1.3127828256405971,,,,,,1.0,buy win_3,2022-03-30 12:22:00,1.3129749999999998,1.31225
2022-03-30 15:31:00,1.3152,1.31535,1.31505,1.31526,114,0,0,1.31474,1.3152,1.31554,0.00035,0.00035,0.00029,1.31522,1.3149544570406575,1.31535,1.3149544570406575,,,,,,1.0,buy win_3,2022-03-30 15:45:00,1.314975,1.31457
2022-03-30 15:59:00,1.3157,1.31591,1.31569,1.31589,109,0,0,1.31494,1.31534,1.31556,0.00038,0.00039,0.00031,1.3158,1.3156196711743418,1.31591,1.3156196711743418,,,,,,1.0,buy break even,2022-03-30 16:04:00,1.315575,1.31521
2022-03-30 16:08:00,1.31547,1.31575,1.31547,1.31571,90,0,1,1.31499,1.31537,1.31557,0.00035,0.00036,0.00031,1.3156,1.3154181634202624,1.31575,1.3154181634202624,,,,,,1.0,buy lose,2022-03-30 16:10:00,1.31578,1.31519
2022-03-30 16:15:00,1.31535,1.31566,1.3153,1.31559,108,0,1,1.31501,1.31536,1.3155,0.00037,0.00037,0.00031,1.31548,1.3152198294017208,1.31566,1.3152198294017208,,,,,,1.0,buy win_3,2022-03-30 16:20:00,1.31529,1.3148900000000001
2022-03-30 16:33:00,1.31577,1.31591,1.31574,1.31579,149,0,0,1.31513,1.31545,1.3156,0.00036,0.00038,0.00032,1.3158,1.315663665389364,1.31591,1.315663665389364,,,,,,1.0,buy lose,2022-03-30 16:36:00,1.3159399999999999,1.3153000000000001
2022-03-30 16:38:00,1.31576,1.31579,1.31551,1.31574,157,0,0,1.31515,1.31546,1.3156,0.00039,0.00037,0.00032,1.3157,1.3155007395434175,1.31579,1.3155007395434175,,,,,,1.0,buy win_3,2022-03-30 16:41:00,1.31543,1.31504
2022-03-30 16:41:00,1.31629,1.31687,1.31628,1.31664,163,0,0,1.31518,1.3155,1.31567,0.00039,0.00039,0.00032,1.31652,1.3159025924429273,1.31687,1.3159025924429273,,,,,,1.0,buy break even,2022-03-30 18:41:00,1.31597,1.31504
2022-03-31 12:12:00,1.31253,1.31263,1.31247,1.31259,88,0,0,1.31285,1.31277,1.31244,0.00026,0.00026,0.00027,1.31256,1.312692041492076,1.312692041492076,1.31247,1.0,sell break even,2022-03-31 12:32:00,1.31243,1.31309,,,,,
2022-03-31 12:41:00,1.31233,1.31242,1.31224,1.31225,70,0,0,1.31273,1.31261,1.31238,0.00033,0.00034,0.00028,1.31231,1.3124416967471912,1.3124416967471912,1.31224,1.0,sell break even,2022-03-31 13:00:00,1.3122,1.3127,,,,,
2022-03-31 13:14:00,1.31246,1.31249,1.31239,1.3124,81,0,0,1.31257,1.31243,1.31229,0.00024,0.00025,0.00028,1.31244,1.3126242434754796,1.3126242434754796,1.31239,1.0,sell break even,2022-03-31 13:35:00,1.31235,1.31288,,,,,
2022-03-31 13:44:00,1.31233,1.31247,1.31227,1.31235,125,0,0,1.31251,1.31239,1.31233,0.00026,0.00027,0.00028,1.31236,1.3124863162241915,1.3124863162241915,1.31227,1.0,sell lose,2022-03-31 13:53:00,1.31223,1.31274,,,,,
2022-03-31 15:27:00,1.31284,1.31292,1.31253,1.31254,96,0,0,1.31265,1.31264,1.3126,0.00027,0.00026,0.00028,1.31271,1.312947597794413,1.312947597794413,1.31253,1.0,sell lose,2022-03-31 15:31:00,1.31249,1.31317,,,,,
2022-03-31 15:43:00,1.31356,1.31358,1.31313,1.31315,133,0,1,1.31272,1.31275,1.31285,0.00034,0.00031,0.00028,1.31336,1.3131162664428375,1.31358,1.3131162664428375,,,,,,1.0,buy break even,2022-03-31 16:11:00,1.3131599999999999,1.31271
2022-03-31 17:44:00,1.31379,1.31485,1.31379,1.31481,172,0,0,1.31284,1.31287,1.31292,0.00045,0.00041,0.00035,1.31431,1.313575779392207,1.31485,1.313575779392207,,,,,,1.0,buy win_3,2022-03-31 17:58:00,1.313805,1.31273
2022-04-01 09:33:00,1.31302,1.31303,1.31285,1.31291,79,0,1,1.31326,1.31322,1.31315,0.00019,0.00019,0.00013,1.31295,1.3131554283865563,1.3131554283865563,1.31285,1.0,sell win_3,2022-04-01 10:03:00,1.31281,1.3133700000000001,,,,,
2022-04-01 10:23:00,1.31188,1.31197,1.31175,1.31178,130,0,1,1.31279,1.31254,1.31214,0.00027,0.00028,0.00016,1.31184,1.3120699748348916,1.3120699748348916,1.31175,1.0,sell break even,2022-04-01 10:41:00,1.312165,1.3126200000000001,,,,,
2022-04-01 10:52:00,1.31267,1.3127,1.31254,1.31257,104,0,0,1.31262,1.31238,1.31218,0.00026,0.00025,0.00018,1.31262,1.312716553647835,1.312716553647835,1.31254,1.0,sell break even,2022-04-01 11:07:00,1.3125,1.31314,,,,,
2022-04-01 11:11:00,1.31225,1.31228,1.31224,1.31225,48,0,0,1.31255,1.31234,1.31221,0.00025,0.00027,0.0002,1.31226,1.3123842005473207,1.3123842005473207,1.31224,1.0,sell break even,2022-04-01 11:21:00,1.3122,1.31271,,,,,
2022-04-01 11:29:00,1.31245,1.31253,1.31238,1.31242,85,0,1,1.3125,1.31231,1.31223,0.00027,0.00028,0.00021,1.31244,1.3125173578041096,1.31253,1.31238,1.0,sell lose,2022-04-01 11:59:00,1.31234,1.31283,,,,,
2022-04-01 17:22:00,1.31003,1.31019,1.30991,1.31016,162,0,0,1.31132,1.31072,1.31018,0.00033,0.00032,0.00028,1.31007,1.3105115406949277,1.3105115406949277,1.30991,1.0,sell win_3,2022-04-01 17:30:00,1.31039,1.31091,,,,,
2022-04-04 10:13:00,1.31339,1.31369,1.31335,1.31358,100,0,0,1.31228,1.31255,1.31283,0.00026,0.00025,0.00014,1.3135,1.3131227081398935,1.31369,1.3131227081398935,,,,,,1.0,buy lose,2022-04-04 10:48:00,1.313115,1.31251
2022-04-04 10:56:00,1.31249,1.31278,1.31249,1.31271,99,0,1,1.31252,1.31276,1.31288,0.00024,0.00025,0.00017,1.31262,1.3124570425679971,1.31278,1.3124570425679971,,,,,,1.0,buy lose,2022-04-04 11:01:00,1.31281,1.31223
2022-04-04 12:14:00,1.31218,1.31221,1.31215,1.31215,37,0,0,1.31226,1.3122,1.31199,0.00021,0.00022,0.00023,1.31217,1.312231551843734,1.312231551843734,1.31215,1.0,sell lose,2022-04-04 12:22:00,1.3121099999999999,1.31239,,,,,
2022-04-04 12:29:00,1.3119,1.31197,1.31176,1.31177,39,0,1,1.31223,1.31217,1.31201,0.00022,0.00021,0.00023,1.31185,1.3119900269028273,1.3119900269028273,1.31176,1.0,sell lose,2022-04-04 13:06:00,1.31172,1.31224,,,,,
2022-04-05 09:34:00,1.31231,1.31231,1.31219,1.31229,84,0,1,1.3122,1.3124,1.31249,0.00018,0.00018,0.00013,1.31228,1.312200887057488,1.31231,1.31219,,,,,,1.0,buy win_3,2022-04-05 09:45:00,1.31234,1.31197
2022-04-05 13:16:00,1.31357,1.31358,1.31338,1.31343,87,0,0,1.31318,1.31338,1.3136,0.00022,0.00021,0.00025,1.31349,1.3133180086751786,1.31358,1.3133180086751786,,,,,,1.0,buy lose,2022-04-05 13:27:00,1.31361,1.31311
2022-04-05 14:59:00,1.31326,1.31348,1.31325,1.31345,69,0,1,1.31308,1.3131,1.31311,0.00018,0.00016,0.00022,1.31336,1.3129619459876298,1.31348,1.3129619459876298,,,,,,1.0,buy win_3,2022-04-05 15:12:00,1.313115,1.31272
2022-04-05 16:00:00,1.31366,1.31385,1.31366,1.31376,87,0,1,1.31326,1.31333,1.31339,0.00024,0.00024,0.00021,1.31373,1.3134677149920089,1.31385,1.3134677149920089,,,,,,1.0,buy win_3,2022-04-05 16:34:00,1.31388,1.3132
2022-04-05 18:00:00,1.31302,1.31306,1.31266,1.31278,154,0,0,1.31366,1.31355,1.31298,0.00044,0.00044,0.00028,1.31288,1.3131133645509572,1.3131133645509572,1.31266,1.0,sell win_3,2022-04-05 18:13:00,1.31311,1.3136,,,,,
2022-04-06 09:50:00,1.30617,1.30627,1.30616,1.30619,78,0,1,1.30644,1.3062,1.3059,0.00023,0.00024,0.00015,1.3062,1.306262698443298,1.30627,1.30616,1.0,sell break even,2022-04-06 10:00:00,1.30612,1.30648,,,,,
2022-04-06 14:41:00,1.30798,1.30799,1.30785,1.30792,69,0,0,1.3082,1.30817,1.30787,0.00018,0.00018,0.00024,1.30794,1.3081127270193558,1.3081127270193558,1.30785,1.0,sell break even,2022-04-06 14:54:00,1.30781,1.3083200000000001,,,,,
2022-04-07 13:39:00,1.30787,1.30794,1.30778,1.30778,65,0,0,1.30817,1.30805,1.30798,0.00016,0.00016,0.00023,1.30784,1.3079955077476295,1.3079955077476295,1.30778,1.0,sell win_3,2022-04-07 13:55:00,1.30774,1.30821,,,,,
2022-04-07 16:49:00,1.30782,1.30783,1.30734,1.30751,173,0,0,1.30775,1.30765,1.30761,0.00029,0.00027,0.00026,1.30762,1.3081081317856396,1.3081081317856396,1.30734,1.0,sell win_3,2022-04-07 17:00:00,1.3078750000000001,1.3084500000000001,,,,,
2022-04-07 17:39:00,1.3071,1.3071,1.30699,1.307,101,0,0,1.30741,1.30722,1.30708,0.0003,0.00031,0.00028,1.30705,1.307443421378043,1.307443421378043,1.30699,1.0,sell win_3,2022-04-07 17:47:00,1.3073649999999999,1.30778,,,,,
2022-04-07 18:06:00,1.30678,1.30686,1.30668,1.30672,123,0,0,1.30721,1.30698,1.30676,0.00031,0.00032,0.00029,1.30676,1.306840606675248,1.30686,1.30668,1.0,sell win_3,2022-04-07 18:34:00,1.30664,1.30706,,,,,
2022-04-07 18:52:00,1.30611,1.30625,1.30605,1.30621,68,0,1,1.30681,1.30651,1.3062,0.00024,0.00023,0.00029,1.30616,1.3064019447993216,1.3064019447993216,1.30605,1.0,sell win_3,2022-04-07 19:19:00,1.3063850000000001,1.3067600000000001,,,,,
2022-04-08 09:38:00,1.30639,1.30639,1.30623,1.30626,81,0,1,1.3066,1.30652,1.30641,0.00018,0.00018,0.00012,1.30632,1.306451933547744,1.306451933547744,1.30623,1.0,sell win_3,2022-04-08 09:45:00,1.30619,1.30661,,,,,
2022-04-08 12:28:00,1.30459,1.30467,1.30457,1.3046,49,0,0,1.30466,1.30437,1.30427,0.0002,0.00021,0.00022,1.30461,1.3046865847499514,1.3046865847499514,1.30457,1.0,sell break even,2022-04-08 13:12:00,1.30453,1.3050300000000001,,,,,
2022-04-08 16:04:00,1.3022,1.30229,1.30216,1.3022,66,0,0,1.30313,1.30267,1.30218,0.0003,0.00031,0.0002,1.30221,1.3023358232554678,1.3023358232554678,1.30216,1.0,sell win_3,2022-04-08 16:25:00,1.30212,1.3027900000000001,,,,,
2022-04-08 17:26:00,1.30035,1.30055,1.30032,1.30042,106,0,1,1.30135,1.30057,1.29994,0.00029,0.0003,0.00025,1.30041,1.3006421290193138,1.3006421290193138,1.30032,1.0,sell lose,2022-04-08 17:29:00,1.3002799999999999,1.30087,,,,,
2022-04-11 09:16:00,1.30085,1.301,1.30043,1.30045,196,0,0,1.30162,1.30155,1.30154,0.00029,0.00028,0.00014,1.30068,1.3010646838981663,1.3010646838981663,1.30043,1.0,sell win_3,2022-04-11 09:21:00,1.301,1.30161,,,,,
2022-04-12 10:29:00,1.30087,1.30103,1.30076,1.30092,99,0,1,1.30164,1.30135,1.30099,0.0003,0.0003,0.00018,1.30089,1.3011135434867898,1.3011135434867898,1.30076,1.0,sell break even,2022-04-12 10:49:00,1.30112,1.30152,,,,,
2022-04-12 10:57:00,1.30141,1.30156,1.30131,1.30134,130,0,1,1.30153,1.3013,1.30116,0.00029,0.00029,0.00021,1.3014,1.3016930364461374,1.3016930364461374,1.30131,1.0,sell win_3,2022-04-12 11:04:00,1.301625,1.3019800000000001,,,,,
2022-04-12 11:04:00,1.30099,1.30099,1.30046,1.30052,108,0,1,1.30151,1.30128,1.30116,0.00031,0.00029,0.00021,1.30074,1.301261976847235,1.301261976847235,1.30046,1.0,sell break even,2022-04-12 11:21:00,1.30099,1.30156,,,,,
2022-04-12 11:32:00,1.30104,1.30111,1.30097,1.30097,75,0,1,1.30136,1.30114,1.30101,0.00024,0.00025,0.00024,1.30102,1.3010901443065777,1.30111,1.30097,1.0,sell lose,2022-04-12 11:36:00,1.30093,1.30131,,,,,
2022-04-12 11:38:00,1.30113,1.30116,1.30082,1.30082,78,0,1,1.30134,1.30113,1.30102,0.00025,0.00025,0.00024,1.30098,1.3011754710047905,1.3011754710047905,1.30082,1.0,sell break even,2022-04-12 11:55:00,1.30078,1.30141,,,,,
2022-04-12 15:31:00,1.30341,1.30376,1.30289,1.30297,370,0,1,1.30137,1.30149,1.3016,0.00042,0.00027,0.00021,1.30326,1.3015673196534483,1.30376,1.3015673196534483,,,,,,1.0,buy break even,2022-04-12 15:36:00,1.30224,1.3006900000000001
2022-04-13 15:50:00,1.30052,1.30058,1.30032,1.30033,75,0,1,1.30045,1.30044,1.30033,0.00029,0.0003,0.00023,1.30044,1.3006077933881794,1.3006077933881794,1.30032,1.0,sell win_3,2022-04-13 15:57:00,1.300655,1.3010300000000001,,,,,
2022-04-13 15:57:00,1.30008,1.30008,1.29963,1.29964,100,0,1,1.30044,1.30042,1.30032,0.00031,0.00029,0.00024,1.29986,1.3003306858858452,1.3003306858858452,1.29963,1.0,sell break even,2022-04-13 16:03:00,1.300205,1.30082,,,,,
2022-04-13 16:08:00,1.3003,1.3003,1.29998,1.29999,87,0,0,1.3004,1.30036,1.30023,0.0003,0.00031,0.00024,1.30014,1.3003433841239675,1.3003433841239675,1.29998,1.0,sell lose,2022-04-13 16:17:00,1.2999399999999999,1.30063,,,,,
2022-04-13 16:23:00,1.3001,1.30011,1.29986,1.30002,109,0,0,1.30038,1.30033,1.30023,0.0003,0.0003,0.00025,1.30002,1.3003726923640175,1.3003726923640175,1.29986,1.0,sell break even,2022-04-13 16:34:00,1.300275,1.30073,,,,,
2022-04-14 09:33:00,1.31388,1.3139,1.31372,1.31389,59,0,1,1.31365,1.3138,1.31385,0.0002,0.0002,0.00012,1.31385,1.3137859564724623,1.3139,1.31372,,,,,,1.0,buy break even,2022-04-14 09:58:00,1.31393,1.31353
2022-04-14 12:34:00,1.31376,1.31399,1.31373,1.31392,83,0,0,1.31357,1.31358,1.31368,0.00024,0.00024,0.00023,1.31385,1.3136382770305812,1.31399,1.3136382770305812,,,,,,1.0,buy lose,2022-04-14 12:51:00,1.31402,1.31342
2022-04-14 12:55:00,1.31371,1.31378,1.31368,1.31369,52,0,0,1.31361,1.31365,1.31374,0.00018,0.00019,0.00023,1.31372,1.3135825943795572,1.31378,1.3135825943795572,,,,,,1.0,buy lose,2022-04-14 12:56:00,1.31381,1.31335
2022-04-14 18:32:00,1.30576,1.30589,1.30566,1.30566,103,0,0,1.30703,1.30594,1.30561,0.00041,0.00043,0.00043,1.30574,1.3058582147736089,1.30589,1.30566,1.0,sell break even,2022-04-14 19:02:00,1.30562,1.30626,,,,,
2022-04-15 09:46:00,1.30545,1.30558,1.30545,1.30558,3,0,16,1.30626,1.30621,1.30603,0.00045,0.00046,0.00022,1.30552,1.3058981838759038,1.3058981838759038,1.30545,1.0,sell lose,2022-04-15 09:50:00,1.305865,1.3063200000000001,,,,,
2022-04-15 09:58:00,1.30558,1.30582,1.30557,1.30582,8,0,16,1.30621,1.30614,1.30595,0.0004,0.00037,0.00023,1.3057,1.305964867720673,1.305964867720673,1.30557,1.0,sell break even,2022-04-15 10:19:00,1.30606,1.3065900000000001,,,,,
2022-04-18 11:57:00,1.30172,1.30175,1.30166,1.3017,33,0,1,1.30189,1.30164,1.30155,0.00011,0.00011,0.00017,1.30171,1.301763655532303,1.301763655532303,1.30166,1.0,sell lose,2022-04-18 12:06:00,1.30162,1.30187,,,,,
2022-04-19 08:41:00,1.2998,1.29985,1.29969,1.29971,80,0,1,1.30001,1.29987,1.29967,0.00017,0.00017,0.00015,1.29976,1.299846426310498,1.29985,1.29969,1.0,sell lose,2022-04-19 08:52:00,1.29965,1.30003,,,,,
2022-04-19 08:56:00,1.29997,1.29997,1.29987,1.29987,65,0,1,1.29999,1.29987,1.29976,0.00016,0.00016,0.00015,1.29992,1.2999857771736545,1.2999857771736545,1.29987,1.0,sell win_3,2022-04-19 09:07:00,1.29983,1.30021,,,,,
2022-04-19 14:56:00,1.30151,1.30158,1.30135,1.30135,69,0,1,1.30184,1.30172,1.30138,0.00021,0.0002,0.00025,1.30145,1.301629397620271,1.301629397620271,1.30135,1.0,sell break even,2022-04-19 14:58:00,1.301675,1.30204,,,,,
