,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,adx,di_p,di_n,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,adx_heikin_ema_buy,adx_heikin_ema_buy_results,adx_heikin_ema_buy_end,adx_heikin_ema_buy_enter,adx_heikin_ema_buy_stop,adx_heikin_ema_sell,adx_heikin_ema_sell_results,adx_heikin_ema_sell_end,adx_heikin_ema_sell_enter,adx_heikin_ema_sell_stop
2022-05-11 12:43:00,1.05592,1.05619,1.05591,1.05612,51,0,0,1.05571,1.05608,1.05628,21.38462188663464,26.007542233927804,21.967556646021432,0.00023,0.00023,0.00029,1.05604,1.0558747049706911,1.05619,1.0558747049706911,1.0,buy break even,2022-05-11 13:08:00,1.05622,1.05573,,,,,
2022-05-11 15:15:00,1.05531,1.05535,1.05486,1.05488,106,0,0,1.05535,1.05525,1.05513,19.572242944722927,18.95026308812756,25.93549202627695,0.00023,0.00022,0.00024,1.0551,1.0554360730009602,1.0554360730009602,1.05486,,,,,,1.0,sell break even,2022-05-11 15:19:00,1.055245,1.05566
2022-05-11 15:26:00,1.05469,1.0548,1.05458,1.05478,124,0,0,1.0553,1.05519,1.05505,17.028824584734327,21.700050780856785,26.187102312525194,0.00029,0.00029,0.00024,1.05471,1.05500626761377,1.05500626761377,1.05458,,,,,,1.0,sell break even,2022-05-11 15:29:00,1.05495,1.05535
2022-05-11 15:30:00,1.0532,1.0533,1.05103,1.05183,477,0,0,1.05524,1.05509,1.05484,21.17467690251033,10.70840331139685,58.92450944044754,0.00053,0.00036,0.00024,1.05234,1.0544547667258606,1.0544547667258606,1.05103,,,,,,1.0,sell break even,2022-05-11 15:34:00,1.05307,1.05514
2022-05-12 10:00:00,1.05029,1.05048,1.05003,1.05019,204,0,0,1.05115,1.0509,1.05076,26.11968007163313,16.977365443414545,31.210088135495965,0.0003,0.00029,0.00019,1.05025,1.0505363523741855,1.0505363523741855,1.05003,,,,,,1.0,sell win_3,2022-05-12 10:05:00,1.05058,1.0511599999999999
2022-05-12 14:09:00,1.04414,1.04414,1.0439,1.0439,64,0,0,1.04455,1.04383,1.04369,20.40794482490595,22.423346088164468,15.39713913104864,0.00026,0.00026,0.00035,1.04402,1.0441628017876683,1.0441628017876683,1.0439,,,,,,1.0,sell win_3,2022-05-12 14:25:00,1.04387,1.04439
2022-05-12 16:07:00,1.04187,1.04196,1.04177,1.04188,117,0,0,1.04256,1.04203,1.04198,18.03313425711443,19.76360383237616,23.442822332828243,0.0004,0.00041,0.00034,1.04187,1.0420632544455009,1.0420632544455009,1.04177,,,,,,1.0,sell break even,2022-05-12 16:11:00,1.042105,1.04247
2022-05-12 16:16:00,1.04203,1.04203,1.04149,1.04155,157,0,0,1.04251,1.04202,1.04199,12.48920033853212,21.82952368045672,26.749445779875806,0.0004,0.00039,0.00034,1.04177,1.042149244637589,1.042149244637589,1.04149,,,,,,1.0,sell win_3,2022-05-12 16:34:00,1.042055,1.04265
2022-05-12 17:20:00,1.04119,1.04119,1.04051,1.04051,182,0,0,1.04161,1.04105,1.04058,27.031826064249667,27.84537131005445,26.4710259218514,0.00045,0.00045,0.00039,1.04085,1.0413435487286502,1.0413435487286502,1.04051,,,,,,1.0,sell lose,2022-05-12 17:24:00,1.04102,1.04156
2022-05-12 17:27:00,1.04078,1.04086,1.04056,1.0406,168,0,0,1.04157,1.04105,1.0407,19.73040209644938,20.981847438642163,25.353815931191992,0.00046,0.00047,0.0004,1.0407,1.0411643245994426,1.0411643245994426,1.04056,,,,,,1.0,sell win_3,2022-05-12 17:40:00,1.0410650000000001,1.0416
2022-05-17 12:29:00,1.0478,1.04785,1.04769,1.04776,65,0,0,1.04695,1.04756,1.04805,21.363351891572396,15.5034378402092,25.869934291797144,0.00024,0.00025,0.00026,1.04778,1.0476612512530694,1.04785,1.0476612512530694,1.0,buy lose,2022-05-17 12:46:00,1.04788,1.04744,,,,,
2022-05-17 13:00:00,1.04767,1.0477,1.04765,1.04767,36,0,0,1.04714,1.04759,1.04773,20.822486809020567,22.10106709997711,25.895923235318723,0.00022,0.00023,0.00026,1.04767,1.0475768701469437,1.0477,1.0475768701469437,1.0,buy break even,2022-05-17 13:14:00,1.04773,1.04733,,,,,
2022-05-17 13:17:00,1.04873,1.04959,1.04858,1.04928,223,0,0,1.04727,1.04769,1.04787,18.88561343489177,52.51685937283423,14.030582748083877,0.00032,0.00023,0.00026,1.04904,1.0479762233495342,1.04959,1.0479762233495342,1.0,buy win_3,2022-05-17 13:19:00,1.048585,1.04755,,,,,
2022-05-17 13:19:00,1.05079,1.0513,1.05065,1.05101,307,0,0,1.04734,1.0478,1.04811,26.285334385310097,61.7303154810721,9.104629659332918,0.00042,0.00032,0.00026,1.05094,1.0492740558373836,1.0513,1.0492740558373836,1.0,buy win_3,2022-05-17 14:37:00,1.04944,1.04755,,,,,
2022-05-17 15:37:00,1.05367,1.05399,1.05364,1.05367,161,0,0,1.0518,1.05294,1.05366,18.370806535562167,19.128731223005055,21.664871844129667,0.00039,0.00038,0.00031,1.05374,1.0534546889635066,1.05399,1.0534546889635066,1.0,buy win_3,2022-05-17 15:47:00,1.05345,1.05288,,,,,
2022-05-17 16:09:00,1.0533,1.05367,1.05326,1.05365,88,0,0,1.05242,1.0534,1.05388,27.594762843174188,17.946362781386906,26.843209438598137,0.0003,0.00029,0.00032,1.05347,1.053247467486368,1.05367,1.053247467486368,1.0,buy break even,2022-05-17 16:14:00,1.0533450000000002,1.05299,,,,,
2022-05-17 16:25:00,1.05309,1.05332,1.05309,1.05327,60,0,0,1.05253,1.05335,1.05355,29.344866692364413,18.515739307088104,24.259558629419026,0.00028,0.00028,0.00032,1.05319,1.0529740603251263,1.05332,1.0529740603251263,1.0,buy lose,2022-05-17 16:48:00,1.05335,1.0527,,,,,
2022-05-19 15:00:00,1.05194,1.05203,1.05185,1.05189,106,0,0,1.05103,1.05162,1.05207,22.892900222096017,15.730616340465788,27.134946757485395,0.00035,0.00036,0.0003,1.05193,1.0517961823353728,1.05203,1.0517961823353728,1.0,buy break even,2022-05-19 15:15:00,1.05206,1.05146,,,,,
2022-05-19 15:26:00,1.05215,1.05223,1.05199,1.05218,47,0,0,1.0513,1.05183,1.05215,17.25039241508141,20.97376661029765,23.50853660575903,0.00027,0.00027,0.0003,1.05214,1.051955519610437,1.05223,1.051955519610437,1.0,buy win_3,2022-05-19 15:36:00,1.05226,1.0517400000000001,,,,,
2022-05-19 17:42:00,1.05607,1.05628,1.05595,1.05597,174,0,0,1.05459,1.05554,1.05628,18.20577248037504,19.457931808339055,20.867315257876008,0.00048,0.00047,0.00038,1.05607,1.0558004638209764,1.05628,1.0558004638209764,1.0,buy win_3,2022-05-19 17:54:00,1.0557750000000001,1.05524,,,,,
2022-05-23 09:17:00,1.0599,1.06033,1.05987,1.06031,87,0,0,1.05931,1.05953,1.05978,19.85385563437821,29.733153117088246,14.286888999892929,0.0003,0.00029,0.00013,1.0601,1.059773597224523,1.06033,1.059773597224523,1.0,buy break even,2022-05-23 09:28:00,1.0598999999999998,1.05944,,,,,
2022-05-23 10:19:00,1.05983,1.05998,1.05975,1.05982,101,0,0,1.0598,1.06007,1.06027,16.99269516591563,20.45812778369342,26.58228843951337,0.00027,0.00027,0.00017,1.05985,1.0597050557897112,1.05998,1.0597050557897112,1.0,buy break even,2022-05-23 10:36:00,1.06001,1.05949,,,,,
2022-05-23 11:01:00,1.06103,1.0613,1.06072,1.06087,226,0,0,1.05992,1.06011,1.06017,21.642877611147867,40.27268356282861,8.25048805858035,0.00038,0.0003,0.00021,1.06098,1.0604347658970084,1.0613,1.0604347658970084,1.0,buy break even,2022-05-23 11:14:00,1.060635,1.05994,,,,,
2022-05-23 13:49:00,1.06655,1.0666,1.06649,1.06657,38,0,0,1.06523,1.06645,1.06713,22.150750194991563,16.028076336289704,29.60930643277981,0.00023,0.00024,0.00035,1.06655,1.0664987447168637,1.0666,1.06649,1.0,buy break even,2022-05-23 13:55:00,1.06663,1.06627,,,,,
2022-05-23 17:09:00,1.06594,1.06602,1.06587,1.06598,79,0,0,1.06571,1.06573,1.06576,14.145385280862817,26.604267625193696,25.3286069061318,0.00027,0.00028,0.00024,1.06595,1.0657992857282217,1.06602,1.0657992857282217,1.0,buy win_3,2022-05-23 17:52:00,1.06605,1.06549,,,,,
2022-05-23 17:53:00,1.06723,1.06766,1.06698,1.06711,207,0,0,1.06605,1.06624,1.06655,18.58638286371877,34.26757299173769,15.611492303646315,0.00037,0.0003,0.00026,1.06724,1.0667377360376693,1.06766,1.0667377360376693,1.0,buy win_3,2022-05-23 18:16:00,1.06691,1.06613,,,,,
2022-05-24 11:22:00,1.07137,1.07143,1.0713,1.07134,73,0,0,1.06999,1.07101,1.07193,22.228083879019525,20.10743815779148,26.599597543937453,0.00038,0.00038,0.00029,1.07136,1.0709760949334852,1.07143,1.0709760949334852,1.0,buy break even,2022-05-24 11:30:00,1.070995,1.07053,,,,,
2022-05-24 12:37:00,1.07084,1.07103,1.07082,1.07102,38,0,0,1.07058,1.07109,1.07122,22.677892944995182,21.73748599545476,29.017553957622155,0.00023,0.00024,0.00036,1.07093,1.0708182709016163,1.07103,1.0708182709016163,1.0,buy break even,2022-05-24 13:34:00,1.07106,1.07048,,,,,
2022-05-24 16:45:00,1.07141,1.07226,1.07137,1.07215,272,0,0,1.07103,1.07105,1.07108,14.33892567469152,34.507186126508735,15.41852428232528,0.00042,0.00039,0.00027,1.0718,1.0711619719022778,1.07226,1.0711619719022778,1.0,buy win_3,2022-05-24 16:50:00,1.07155,1.07081,,,,,
2022-05-31 12:30:00,1.07326,1.07334,1.07322,1.07325,64,0,0,1.07386,1.07362,1.07338,22.88693915513188,19.890098458493664,24.63161280461032,0.00025,0.00026,0.00026,1.07327,1.073426764323945,1.073426764323945,1.07322,,,,,,1.0,sell break even,2022-05-31 13:31:00,1.07319,1.07388
2022-05-31 13:37:00,1.07303,1.07321,1.07303,1.07312,49,0,0,1.07341,1.07315,1.07295,15.24816369741127,24.337526409473472,24.181117866844865,0.00021,0.0002,0.00025,1.0731,1.0732274636623884,1.0732274636623884,1.07303,,,,,,1.0,sell break even,2022-05-31 13:50:00,1.073,1.07349
2022-05-31 13:51:00,1.07229,1.07229,1.07115,1.07122,223,0,0,1.07336,1.07312,1.07297,19.49068759917042,9.358743814861803,55.52941778827177,0.0003,0.00022,0.00025,1.07174,1.0728620780922646,1.0728620780922646,1.07115,,,,,,1.0,sell win_3,2022-05-31 13:56:00,1.072175,1.07323
2022-05-31 17:19:00,1.06901,1.06922,1.06894,1.06912,207,0,0,1.07061,1.07032,1.07029,23.144523267737917,17.670993472251244,37.993342079554346,0.00047,0.00047,0.00033,1.06907,1.0696354211985346,1.0696354211985346,1.06894,,,,,,1.0,sell lose,2022-05-31 17:40:00,1.069915,1.0709199999999999
2022-06-02 15:36:00,1.06896,1.06939,1.06895,1.06926,127,0,0,1.06896,1.06912,1.06917,16.689381427700635,25.31792105240149,21.06654910709521,0.0003,0.00029,0.00017,1.06914,1.068779950665674,1.06939,1.068779950665674,1.0,buy win_3,2022-06-02 15:41:00,1.068945,1.06847,,,,,
2022-06-02 17:00:00,1.06996,1.07009,1.06952,1.07,215,0,0,1.06967,1.06993,1.07006,24.970533896489904,15.45824736263483,21.314125511029957,0.00032,0.0003,0.00025,1.06989,1.0696871624452218,1.07009,1.06952,1.0,buy win_3,2022-06-02 17:10:00,1.069655,1.06919,,,,,
2022-06-02 17:10:00,1.07049,1.07086,1.07049,1.07076,127,0,0,1.06973,1.07,1.07015,18.971750414031995,25.27040868773001,13.418067420655944,0.00032,0.00032,0.00026,1.07065,1.0703888644164503,1.07086,1.0703888644164503,1.0,buy win_3,2022-06-02 17:14:00,1.0703999999999998,1.06991,,,,,
2022-06-02 17:30:00,1.07023,1.0705,1.07012,1.07048,176,0,0,1.06992,1.07022,1.07046,20.69096724733576,18.98014495645374,22.40478222155677,0.00037,0.00037,0.00028,1.07033,1.0701342290104527,1.0705,1.07012,1.0,buy win_3,2022-06-02 17:40:00,1.070155,1.06978,,,,,
2022-06-03 11:05:00,1.07535,1.07562,1.07534,1.07561,62,0,0,1.07531,1.07532,1.07538,24.53349054242471,25.10331300938543,21.90838941173496,0.00024,0.00022,0.00013,1.07548,1.0751791485689135,1.07562,1.0751791485689135,1.0,buy win_3,2022-06-03 11:13:00,1.07528,1.07491,,,,,
2022-06-03 11:56:00,1.07533,1.07559,1.07533,1.07559,44,0,0,1.0755,1.07558,1.07567,23.21376326680564,26.679160577164613,29.86812568523809,0.00018,0.00017,0.00016,1.07546,1.0752425345960417,1.07559,1.0752425345960417,1.0,buy lose,2022-06-03 12:04:00,1.07562,1.07493,,,,,
2022-06-03 15:35:00,1.07323,1.07323,1.07182,1.07213,351,0,0,1.07393,1.07358,1.07324,33.50918797348212,9.597415252160078,45.161698117348415,0.00049,0.00041,0.00017,1.0726,1.0734441532495147,1.0734441532495147,1.07182,,,,,,1.0,sell break even,2022-06-03 16:06:00,1.0728849999999999,1.07398
2022-06-07 08:25:00,1.06771,1.06774,1.06748,1.06752,117,0,0,1.06818,1.06817,1.06812,20.761281972260957,17.3626746631498,35.7417076730426,0.00023,0.00024,0.00014,1.06761,1.0678508423224256,1.0678508423224256,1.06748,,,,,,1.0,sell break even,2022-06-07 08:55:00,1.0678299999999998,1.0682099999999999
2022-06-07 09:05:00,1.0676,1.06766,1.06734,1.06734,70,0,0,1.06796,1.06785,1.06765,12.835146583709976,19.53578061887246,20.933524749691973,0.00025,0.00025,0.00017,1.06748,1.067639725004338,1.06766,1.06734,,,,,,1.0,sell break even,2022-06-07 09:26:00,1.06731,1.06789
2022-06-10 13:39:00,1.06021,1.06027,1.06014,1.06027,61,0,0,1.06102,1.06051,1.06016,13.0289577809592,25.570147107897206,19.692614463625667,0.00024,0.00024,0.00025,1.06022,1.060303699632833,1.060303699632833,1.06014,,,,,,1.0,sell win_3,2022-06-10 13:49:00,1.06011,1.0605499999999999
2022-06-10 15:31:00,1.05506,1.05568,1.05473,1.05487,434,0,0,1.0591,1.0584,1.05779,24.81842773279198,11.612390993937977,54.0983259335236,0.0005,0.00033,0.00025,1.05508,1.0575571511427748,1.0575571511427748,1.05473,,,,,,1.0,sell break even,2022-06-10 15:41:00,1.05666,1.05862
2022-06-10 17:57:00,1.05299,1.05306,1.05282,1.05299,226,0,0,1.05403,1.05278,1.05203,30.046307954652093,29.557970447603243,13.621205887551865,0.0004,0.00041,0.00044,1.05297,1.0531416793607595,1.0531416793607595,1.05282,,,,,,1.0,sell break even,2022-06-10 18:00:00,1.0531700000000002,1.05355
2022-06-13 09:39:00,1.04831,1.0484,1.04817,1.04818,120,0,0,1.04877,1.04868,1.04855,16.052933261808622,15.549469210468182,24.754089315015555,0.00024,0.00023,0.00016,1.04826,1.04846911394517,1.04846911394517,1.04817,,,,,,1.0,sell break even,2022-06-13 09:52:00,1.04814,1.04875
2022-06-13 10:10:00,1.04841,1.04854,1.04825,1.04829,190,0,0,1.04856,1.04839,1.04816,25.708244762644256,35.45922878967639,19.35890982221165,0.00034,0.00034,0.00019,1.04837,1.0485165473064728,1.04854,1.04825,,,,,,1.0,sell break even,2022-06-13 10:23:00,1.04861,1.049
2022-06-13 10:27:00,1.04838,1.04845,1.04822,1.04839,152,0,0,1.04852,1.04837,1.04824,24.44299992003,29.51416906768359,18.758271360231557,0.00034,0.00034,0.00021,1.04836,1.0485975122569833,1.0485975122569833,1.04822,,,,,,1.0,sell break even,2022-06-13 10:36:00,1.0485799999999998,1.04897
2022-06-13 10:41:00,1.04841,1.04848,1.04812,1.04818,135,0,0,1.0485,1.04837,1.04829,17.30862256311594,21.78278199949988,22.421494229016915,0.00031,0.0003,0.00022,1.0483,1.0485349632270664,1.0485349632270664,1.04812,,,,,,1.0,sell win_3,2022-06-13 10:44:00,1.04848,1.04887
2022-06-13 10:44:00,1.0476,1.04766,1.04737,1.04737,120,0,0,1.04847,1.04833,1.04822,18.616403327013924,16.603024476329026,32.50667664214212,0.00032,0.00031,0.00022,1.0475,1.0480268704033833,1.0480268704033833,1.04737,,,,,,1.0,sell win_3,2022-06-13 10:54:00,1.047995,1.04865
2022-06-13 12:23:00,1.04741,1.04742,1.04705,1.04738,121,0,0,1.04782,1.04765,1.04763,16.698788977743387,21.032139427730986,37.09022575936158,0.00029,0.00027,0.00029,1.04732,1.0475938309380852,1.0475938309380852,1.04705,,,,,,1.0,sell win_3,2022-06-13 12:51:00,1.04746,1.0479
2022-06-13 16:09:00,1.04585,1.04585,1.04556,1.04557,143,0,0,1.04629,1.04611,1.0461,11.930687262870288,17.879782886435695,24.20073298596445,0.00034,0.00034,0.00028,1.04571,1.045920081256047,1.045920081256047,1.04556,,,,,,1.0,sell lose,2022-06-13 16:11:00,1.0459399999999999,1.04635
2022-06-13 16:36:00,1.04584,1.0459,1.04548,1.04551,177,0,0,1.04622,1.04607,1.04601,17.120742876574557,19.25791120883193,26.739433057314777,0.00035,0.00033,0.0003,1.04568,1.046108206268475,1.046108206268475,1.04548,,,,,,1.0,sell win_3,2022-06-13 16:40:00,1.046025,1.0466
2022-06-16 11:51:00,1.03978,1.03991,1.03963,1.03984,146,0,0,1.04074,1.03999,1.03955,21.90481420597158,21.73992513697556,17.86017704709233,0.00037,0.00037,0.00035,1.03979,1.0401180903142264,1.0401180903142264,1.03963,,,,,,1.0,sell lose,2022-06-16 11:54:00,1.040025,1.0404499999999999
2022-06-16 15:18:00,1.03954,1.03972,1.03944,1.0395,189,0,0,1.04024,1.04,1.03969,15.932329598798932,19.787661331723555,17.909364949673353,0.00043,0.00044,0.00043,1.03955,1.0398392354768249,1.0398392354768249,1.03944,,,,,,1.0,sell lose,2022-06-16 15:22:00,1.0398100000000001,1.04021
